Tahun,Provinsi,Kabupaten/Kota,Per day (ton),Per year (ton),,https://sipsn.menlhk.go.id/sipsn/public/data/timbulan
2019,Aceh,Kab. Aceh Selatan,95.93,"35,013.28",,
2019,Aceh,Kab. Aceh Tengah,100.97,"36,853.74",,
2019,Aceh,Kab. Simeulue,43.96,"16,044.14",,
2019,Aceh,Kab. Gayo Lues,37.64,"13,738.60",,
2019,Aceh,Kab. Bener Meriah,64.89,"23,683.10",,
2019,Aceh,Kota Banda Aceh,238.60,"87,088.96",,
2019,Aceh,Kota Sabang,21.61,"7,886.51",,
2019,Aceh,Kota Langsa,94.58,"34,522.61",,
2020,Aceh,Kab. Aceh Timur,57.60,"21,023.49",,
2020,Aceh,Kab. Aceh Tengah,101.55,"37,067.15",,
2020,Aceh,Kab. Simeulue,43.55,"15,897.10",,
2020,Aceh,Kab. Aceh Jaya,46.24,"16,876.51",,
2020,Aceh,Kab. Bener Meriah,64.65,"23,597.54",,
2020,Aceh,Kota Banda Aceh,243.29,"88,800.12",,
2020,Aceh,Kota Sabang,26.37,"9,624.82",,
2020,Aceh,Kota Langsa,95.17,"34,737.78",,
2021,Aceh,Kab. Gayo Lues,40.43,"14,757.24",,
2021,Aceh,Kota Banda Aceh,248.67,"90,765.86",,
2021,Aceh,Kota Sabang,16.83,"6,141.64",,
2021,Aceh,Kota Langsa,92.83,"33,883.32",,
2021,Aceh,Kota Subulussalam,45.29,"16,529.21",,
2022,Aceh,Kab. Aceh Selatan,96.49,"35,217.68",,
2022,Aceh,Kab. Aceh Tenggara,91.32,"33,332.97",,
2022,Aceh,Kab. Aceh Timur,173.14,"63,195.95",,
2022,Aceh,Kab. Aceh Barat,101.43,"37,021.59",,
2022,Aceh,Kab. Pidie,177.80,"64,897.73",,
2022,Aceh,Kab. Simeulue,44.61,"16,280.89",,
2022,Aceh,Kab. Aceh Singkil,52.77,"19,261.34",,
2022,Aceh,Kab. Aceh Barat Daya,77.67,"28,348.09",,
2022,Aceh,Kab. Gayo Lues,41.06,"14,986.02",,
2022,Aceh,Kab. Aceh Jaya,47.21,"17,231.29",,
2022,Aceh,Kab. Nagan Raya,69.36,"25,315.38",,
2022,Aceh,Kab. Aceh Tamiang,120.72,"44,062.80",,
2022,Aceh,Kab. Bener Meriah,65.99,"24,084.74",,
2022,Aceh,Kab. Pidie Jaya,79.53,"29,029.44",,
2022,Aceh,Kota Banda Aceh,252.21,"92,055.88",,
2022,Aceh,Kota Sabang,17.28,"6,308.37",,
2022,Aceh,Kota Langsa,94.44,"34,470.24",,
2022,Aceh,Kota Subulussalam,37.07,"13,529.97",,
2019,Bali,Kab. Jembrana,163.72,"59,757.44",,
2019,Bali,Kab. Badung,283.42,"103,447.64",,
2019,Bali,Kab. Gianyar,435.37,"158,910.05",,
2019,Bali,Kab. Bangli,108.03,"39,430.37",,
2019,Bali,Kab. Karangasem,208.30,"76,029.50",,
2019,Bali,Kab. Buleleng,335.17,"122,337.78",,
2019,Bali,Kota Denpasar,651.53,"237,808.16",,
2020,Bali,Kab. Jembrana,164.70,"60,115.32",,
2020,Bali,Kab. Tabanan,230.82,"84,247.48",,
2020,Bali,Kab. Badung,281.24,"102,654.16",,
2020,Bali,Kab. Gianyar,438.86,"160,182.08",,
2020,Bali,Kab. Bangli,108.98,"39,777.41",,
2020,Bali,Kab. Karangasem,249.50,"91,067.50",,
2020,Bali,Kab. Buleleng,341.90,"124,791.86",,
2020,Bali,Kota Denpasar,663.26,"242,088.55",,
2021,Bali,Kab. Jembrana,162.73,"59,395.72",,
2021,Bali,Kab. Tabanan,230.82,"84,247.48",,
2021,Bali,Kab. Badung,319.81,"116,731.24",,
2021,Bali,Kab. Gianyar,387.23,"141,337.13",,
2021,Bali,Kab. Bangli,110.90,"40,479.96",,
2021,Bali,Kab. Buleleng,339.10,"123,771.50",,
2021,Bali,Kota Denpasar,957.59,"349,519.44",,
2022,Bali,Kab. Jembrana,162.94,"59,472.92",,
2022,Bali,Kab. Badung,327.33,"119,474.58",,
2022,Bali,Kab. Gianyar,538.90,"196,698.50",,
2022,Bali,Kab. Klungkung,103.13,"37,643.55",,
2022,Bali,Kab. Bangli,111.88,"40,836.05",,
2022,Bali,Kab. Karangasem,311.54,"113,711.83",,
2022,Bali,Kab. Buleleng,392.56,"143,283.67",,
2022,Bali,Kota Denpasar,866.61,"316,312.65",,
2019,Banten,Kab. Pandeglang,487.74,"178,026.41",,
2019,Banten,Kab. Lebak,510.97,"186,504.05",,
2019,Banten,Kab. Tangerang,"2,660.55","971,101.08",,
2019,Banten,Kota Tangerang,"1,583.67","578,038.09",,
2019,Banten,Kota Cilegon,370.44,"135,211.00",,
2019,Banten,Kota Tangerang Selatan,"1,031.26","376,411.56",,
2020,Banten,Kab. Lebak,514.26,"187,706.21",,
2020,Banten,Kab. Serang,"1,135.84","414,581.97",,
2020,Banten,Kota Cilegon,373.86,"136,458.00",,
2020,Banten,Kota Serang,521.75,"190,440.06",,
2020,Banten,Kota Tangerang Selatan,"1,070.56","390,753.87",,
2021,Banten,Kab. Serang,"1,163.84","424,801.97",,
2021,Banten,Kota Cilegon,217.45,"79,368.52",,
2021,Banten,Kota Tangerang Selatan,799.07,"291,659.27",,
2022,Banten,Kab. Lebak,591.47,"215,885.24",,
2022,Banten,Kab. Tangerang,"2,305.47","841,497.68",,
2022,Banten,Kab. Serang,"1,135.84","414,581.97",,
2022,Banten,Kota Tangerang,"1,381.53","504,258.12",,
2022,Banten,Kota Cilegon,227.86,"83,169.08",,
2022,Banten,Kota Serang,584.83,"213,464.02",,
2022,Banten,Kota Tangerang Selatan,972.63,"355,009.43",,
2019,Bengkulu,Kab. Bengkulu Selatan,63.36,"23,127.71",,
2019,Bengkulu,Kab. Bengkulu Utara,179.20,"65,408.29",,
2019,Bengkulu,Kab. Lebong,42.92,"15,665.22",,
2019,Bengkulu,Kab. Kepahiang,54.98,"20,068.87",,
2019,Bengkulu,Kab. Bengkulu Tengah,57.25,"20,897.71",,
2020,Bengkulu,Kab. Lebong,43.09,"15,726.97",,
2020,Bengkulu,Kab. Kepahiang,56.16,"20,498.84",,
2020,Bengkulu,Kab. Bengkulu Tengah,58.12,"21,214.90",,
2021,Bengkulu,Kab. Seluma,106.76,"38,966.12",,
2022,Bengkulu,Kab. Bengkulu Utara,189.61,"69,207.72",,
2022,Bengkulu,Kab. Seluma,105.25,"38,417.16",,
2022,Bengkulu,Kab. Lebong,80.57,"29,409.84",,
2019,D.I. Yogyakarta,Kab. Kulon Progo,169.24,"61,774.21",,
2019,D.I. Yogyakarta,Kab. Bantul,555.92,"202,910.55",,
2019,D.I. Yogyakarta,Kab. Gunungkidul,360.74,"131,671.16",,
2019,D.I. Yogyakarta,Kab. Sleman,699.12,"255,180.17",,
2019,D.I. Yogyakarta,Kota Yogyakarta,361.96,"132,116.36",,
2020,D.I. Yogyakarta,Kab. Kulon Progo,174.56,"63,713.67",,
2020,D.I. Yogyakarta,Kab. Bantul,526.09,"192,021.91",,
2020,D.I. Yogyakarta,Kab. Gunungkidul,360.74,"131,671.16",,
2020,D.I. Yogyakarta,Kab. Sleman,701.95,"256,210.07",,
2020,D.I. Yogyakarta,Kota Yogyakarta,360.79,"131,689.26",,
2021,D.I. Yogyakarta,Kab. Kulon Progo,177.14,"64,654.35",,
2021,D.I. Yogyakarta,Kab. Sleman,735.57,"268,481.59",,
2021,D.I. Yogyakarta,Kota Yogyakarta,327.40,"119,501.69",,
2022,D.I. Yogyakarta,Kab. Kulon Progo,177.34,"64,730.71",,
2022,D.I. Yogyakarta,Kab. Gunungkidul,377.73,"137,871.89",,
2022,D.I. Yogyakarta,Kota Yogyakarta,303.13,"110,642.60",,
2019,DKI Jakarta,Kab. Adm. Kep. Seribu,17.01,"6,210.12",,
2019,DKI Jakarta,Kota Adm. Jakarta Utara,"1,327.56","484,561.02",,
2019,DKI Jakarta,Kota Adm. Jakarta Selatan,"1,904.63","695,190.04",,
2019,DKI Jakarta,Kota Adm. Jakarta Timur,"2,253.66","822,585.19",,
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,17.34,"6,329.24",,
2020,DKI Jakarta,Kota Adm. Jakarta Pusat,844.74,"308,331.29",,
2020,DKI Jakarta,Kota Adm. Jakarta Utara,"1,341.04","489,481.03",,
2020,DKI Jakarta,Kota Adm. Jakarta Barat,"1,971.97","719,768.00",,
2020,DKI Jakarta,Kota Adm. Jakarta Selatan,"1,921.00","701,164.63",,
2020,DKI Jakarta,Kota Adm. Jakarta Timur,"2,273.25","829,738.03",,
2021,DKI Jakarta,Kab. Adm. Kep. Seribu,17.62,"6,429.48",,
2021,DKI Jakarta,Kota Adm. Jakarta Pusat,847.39,"309,298.18",,
2021,DKI Jakarta,Kota Adm. Jakarta Utara,"1,354.67","494,454.86",,
2021,DKI Jakarta,Kota Adm. Jakarta Barat,"1,997.51","729,092.61",,
2021,DKI Jakarta,Kota Adm. Jakarta Selatan,"1,937.54","707,201.35",,
2021,DKI Jakarta,Kota Adm. Jakarta Timur,"2,293.04","836,961.37",,
2022,DKI Jakarta,Kab. Adm. Kep. Seribu,17.89,"6,531.08",,
2022,DKI Jakarta,Kota Adm. Jakarta Pusat,850.05,"310,268.53",,
2022,DKI Jakarta,Kota Adm. Jakarta Utara,"1,368.44","499,480.75",,
2022,DKI Jakarta,Kota Adm. Jakarta Barat,"2,023.42","738,547.77",,
2022,DKI Jakarta,Kota Adm. Jakarta Selatan,"1,954.25","713,300.85",,
2022,DKI Jakarta,Kota Adm. Jakarta Timur,"2,313.02","844,252.43",,
2019,Gorontalo,Kab. Gorontalo,146.56,"53,495.57",,
2019,Gorontalo,Kab. Pohuwato,58.19,"21,238.47",,
2019,Gorontalo,Kota Gorontalo,139.84,"51,040.47",,
2020,Gorontalo,Kab. Gorontalo,146.59,"53,506.23",,
2020,Gorontalo,Kab. Pohuwato,58.99,"21,532.96",,
2021,Gorontalo,Kota Gorontalo,141.21,"51,541.50",,
2022,Gorontalo,Kab. Gorontalo,158.25,"57,762.71",,
2022,Gorontalo,Kab. Bone Bolango,49.86,"18,198.90",,
2022,Gorontalo,Kab. Pohuwato,59.08,"21,562.59",,
2022,Gorontalo,Kota Gorontalo,141.50,"51,646.51",,
2019,Jambi,Kab. Merangin,192.16,"70,140.04",,
2019,Jambi,Kab. Sarolangun,120.76,"44,078.57",,
2019,Jambi,Kab. Batanghari,120.85,"44,110.54",,
2019,Jambi,Kab. Muaro Jambi,80.02,"29,208.76",,
2019,Jambi,Kab. Bungo,149.37,"54,519.90",,
2019,Jambi,Kota Jambi,423.45,"154,557.83",,
2019,Jambi,Kota Sungai Penuh,50.47,"18,420.46",,
2020,Jambi,Kab. Merangin,195.43,"71,332.50",,
2020,Jambi,Kab. Sarolangun,111.27,"40,612.09",,
2020,Jambi,Kab. Batanghari,122.60,"44,750.17",,
2020,Jambi,Kab. Muaro Jambi,81.62,"29,792.97",,
2020,Jambi,Kab. Tanjung Jabung Barat,166.97,"60,942.59",,
2020,Jambi,Kab. Bungo,152.36,"55,610.38",,
2020,Jambi,Kab. Tebo,135.07,"49,299.67",,
2020,Jambi,Kota Sungai Penuh,49.09,"17,916.39",,
2021,Jambi,Kab. Merangin,198.75,"72,545.03",,
2021,Jambi,Kab. Bungo,155.40,"56,722.46",,
2021,Jambi,Kota Jambi,433.17,"158,106.98",,
2022,Jambi,Kab. Merangin,202.13,"73,778.36",,
2022,Jambi,Kab. Sarolangun,117.44,"42,865.60",,
2022,Jambi,Kab. Bungo,158.51,"57,857.03",,
2022,Jambi,Kota Jambi,437.50,"159,688.01",,
2022,Jambi,Kota Sungai Penuh,50.12,"18,295.44",,
2019,Jawa Barat,Kab. Sukabumi,"1,020.58","372,510.24",,
2019,Jawa Barat,Kab. Ciamis,567.32,"207,071.95",,
2019,Jawa Barat,Kab. Sumedang,437.91,"159,837.88",,
2019,Jawa Barat,Kab. Subang,"1,039.15","379,288.79",,
2019,Jawa Barat,Kab. Bekasi,"1,814.94","662,451.28",,
2019,Jawa Barat,Kab. Pangandaran,169.91,"62,018.76",,
2019,Jawa Barat,Kota Bogor,658.10,"240,205.33",,
2019,Jawa Barat,Kota Sukabumi,177.96,"64,956.11",,
2019,Jawa Barat,Kota Depok,"1,516.30","553,449.64",,
2019,Jawa Barat,Kota Cimahi,271.34,"99,039.08",,
2019,Jawa Barat,Kota Tasikmalaya,291.95,"106,560.83",,
2020,Jawa Barat,Kab. Bandung,"1,321.35","482,291.89",,
2020,Jawa Barat,Kab. Ciamis,575.13,"209,920.70",,
2020,Jawa Barat,Kab. Cirebon,"1,228.41","448,368.18",,
2020,Jawa Barat,Kab. Sumedang,440.59,"160,816.27",,
2020,Jawa Barat,Kab. Bekasi,"1,900.24","693,586.51",,
2020,Jawa Barat,Kab. Pangandaran,171.30,"62,523.33",,
2020,Jawa Barat,Kota Bogor,673.76,"245,922.33",,
2020,Jawa Barat,Kota Sukabumi,179.24,"65,424.09",,
2020,Jawa Barat,Kota Bandung,"1,539.82","562,034.59",,
2020,Jawa Barat,Kota Depok,"1,295.49","472,854.23",,
2020,Jawa Barat,Kota Cimahi,273.38,"99,782.38",,
2020,Jawa Barat,Kota Tasikmalaya,292.30,"106,688.51",,
2020,Jawa Barat,Kota Banjar,83.74,"30,566.85",,
2021,Jawa Barat,Kab. Bandung,"1,268.33","462,939.17",,
2021,Jawa Barat,Kab. Garut,"1,120.06","408,821.79",,
2021,Jawa Barat,Kab. Ciamis,572.10,"208,818.25",,
2021,Jawa Barat,Kab. Cirebon,"1,237.12","451,549.60",,
2021,Jawa Barat,Kab. Sumedang,442.36,"161,462.89",,
2021,Jawa Barat,Kab. Indramayu,"1,102.62","402,455.25",,
2021,Jawa Barat,Kota Bogor,673.76,"245,922.33",,
2021,Jawa Barat,Kota Sukabumi,180.26,"65,795.65",,
2021,Jawa Barat,Kota Bandung,"1,592.55","581,280.03",,
2021,Jawa Barat,Kota Cirebon,204.47,"74,631.55",,
2021,Jawa Barat,Kota Bekasi,"2,375.99","867,236.75",,
2021,Jawa Barat,Kota Depok,"1,314.14","479,660.75",,
2021,Jawa Barat,Kota Cimahi,274.77,"100,289.42",,
2022,Jawa Barat,Kab. Bandung,"1,283.16","468,351.94",,
2022,Jawa Barat,Kab. Garut,"1,112.25","405,969.55",,
2022,Jawa Barat,Kab. Ciamis,574.68,"209,758.49",,
2022,Jawa Barat,Kab. Kuningan,599.40,"218,782.10",,
2022,Jawa Barat,Kab. Sumedang,442.72,"161,592.02",,
2022,Jawa Barat,Kab. Indramayu,"1,113.65","406,481.07",,
2022,Jawa Barat,Kab. Karawang,"1,003.94","366,436.49",,
2022,Jawa Barat,Kab. Bekasi,"2,250.35","821,379.10",,
2022,Jawa Barat,Kota Bogor,744.46,"271,727.57",,
2022,Jawa Barat,Kota Sukabumi,180.35,"65,828.41",,
2022,Jawa Barat,Kota Bandung,"1,594.18","581,876.52",,
2022,Jawa Barat,Kota Bekasi,"1,830.63","668,179.00",,
2022,Jawa Barat,Kota Cimahi,275.46,"100,542.32",,
2022,Jawa Barat,Kota Tasikmalaya,319.11,"116,475.95",,
2022,Jawa Barat,Kota Banjar,85.67,"31,267.80",,
2019,Jawa Tengah,Kab. Cilacap,912.95,"333,228.30",,
2019,Jawa Tengah,Kab. Kebumen,406.54,"148,386.62",,
2019,Jawa Tengah,Kab. Purworejo,287.33,"104,874.14",,
2019,Jawa Tengah,Kab. Wonosobo,316.20,"115,411.69",,
2019,Jawa Tengah,Kab. Boyolali,265.90,"97,052.73",,
2019,Jawa Tengah,Kab. Klaten,352.50,"128,660.97",,
2019,Jawa Tengah,Kab. Sukoharjo,365.85,"133,536.71",,
2019,Jawa Tengah,Kab. Wonogiri,436.60,"159,359.58",,
2019,Jawa Tengah,Kab. Sragen,532.73,"194,447.69",,
2019,Jawa Tengah,Kab. Grobogan,739.14,"269,785.74",,
2019,Jawa Tengah,Kab. Rembang,228.89,"83,544.12",,
2019,Jawa Tengah,Kab. Pati,501.32,"182,981.65",,
2019,Jawa Tengah,Kab. Kudus,435.84,"159,083.24",,
2019,Jawa Tengah,Kab. Jepara,687.87,"251,072.20",,
2019,Jawa Tengah,Kab. Semarang,526.90,"192,320.00",,
2019,Jawa Tengah,Kab. Kendal,404.78,"147,743.09",,
2019,Jawa Tengah,Kab. Batang,230.57,"84,159.84",,
2019,Jawa Tengah,Kab. Pemalang,390.84,"142,657.91",,
2019,Jawa Tengah,Kab. Brebes,904.55,"330,160.02",,
2019,Jawa Tengah,Kota Magelang,85.39,"31,168.96",,
2019,Jawa Tengah,Kota Semarang,"1,251.71","456,873.35",,
2020,Jawa Tengah,Kab. Cilacap,939.78,"343,019.17",,
2020,Jawa Tengah,Kab. Purworejo,288.07,"105,146.86",,
2020,Jawa Tengah,Kab. Wonosobo,351.65,"128,352.10",,
2020,Jawa Tengah,Kab. Magelang,680.91,"248,530.33",,
2020,Jawa Tengah,Kab. Boyolali,287.93,"105,094.61",,
2020,Jawa Tengah,Kab. Sukoharjo,364.01,"132,863.50",,
2020,Jawa Tengah,Kab. Wonogiri,437.44,"159,663.85",,
2020,Jawa Tengah,Kab. Sragen,534.31,"195,023.44",,
2020,Jawa Tengah,Kab. Blora,371.42,"135,568.25",,
2020,Jawa Tengah,Kab. Rembang,238.10,"86,905.62",,
2020,Jawa Tengah,Kab. Pati,654.96,"239,060.58",,
2020,Jawa Tengah,Kab. Kudus,440.89,"160,924.12",,
2020,Jawa Tengah,Kab. Jepara,697.04,"254,418.30",,
2020,Jawa Tengah,Kab. Semarang,533.40,"194,690.09",,
2020,Jawa Tengah,Kab. Temanggung,496.28,"181,143.80",,
2020,Jawa Tengah,Kab. Kendal,407.40,"148,701.73",,
2020,Jawa Tengah,Kab. Batang,240.52,"87,788.12",,
2020,Jawa Tengah,Kab. Pemalang,391.70,"142,970.65",,
2020,Jawa Tengah,Kab. Tegal,"1,018.57","371,778.31",,
2020,Jawa Tengah,Kab. Brebes,989.38,"361,123.52",,
2020,Jawa Tengah,Kota Magelang,89.61,"32,709.11",,
2020,Jawa Tengah,Kota Salatiga,114.03,"41,620.01",,
2020,Jawa Tengah,Kota Semarang,"1,276.74","466,010.79",,
2021,Jawa Tengah,Kab. Cilacap,943.59,"344,409.04",,
2021,Jawa Tengah,Kab. Banyumas,535.23,"195,357.75",,
2021,Jawa Tengah,Kab. Purbalingga,505.71,"184,585.06",,
2021,Jawa Tengah,Kab. Purworejo,288.82,"105,420.18",,
2021,Jawa Tengah,Kab. Wonosobo,363.00,"132,496.46",,
2021,Jawa Tengah,Kab. Magelang,681.65,"248,800.43",,
2021,Jawa Tengah,Kab. Boyolali,290.85,"106,159.34",,
2021,Jawa Tengah,Kab. Klaten,590.30,"215,458.83",,
2021,Jawa Tengah,Kab. Sukoharjo,359.45,"131,200.56",,
2021,Jawa Tengah,Kab. Wonogiri,439.37,"160,369.61",,
2021,Jawa Tengah,Kab. Karanganyar,361.84,"132,071.89",,
2021,Jawa Tengah,Kab. Sragen,586.17,"213,952.27",,
2021,Jawa Tengah,Kab. Blora,226.85,"82,801.58",,
2021,Jawa Tengah,Kab. Rembang,245.66,"89,666.36",,
2021,Jawa Tengah,Kab. Pati,662.09,"241,664.31",,
2021,Jawa Tengah,Kab. Jepara,400.08,"146,028.40",,
2021,Jawa Tengah,Kab. Demak,722.37,"263,666.36",,
2021,Jawa Tengah,Kab. Semarang,526.55,"192,189.00",,
2021,Jawa Tengah,Kab. Temanggung,500.17,"182,562.96",,
2021,Jawa Tengah,Kab. Batang,324.16,"118,317.38",,
2021,Jawa Tengah,Kab. Pekalongan,387.53,"141,447.87",,
2021,Jawa Tengah,Kab. Pemalang,588.60,"214,837.39",,
2021,Jawa Tengah,Kab. Tegal,670.74,"244,819.49",,
2021,Jawa Tengah,Kab. Brebes,983.19,"358,865.26",,
2021,Jawa Tengah,Kota Magelang,80.68,"29,447.93",,
2021,Jawa Tengah,Kota Salatiga,112.24,"40,969.24",,
2021,Jawa Tengah,Kota Semarang,"1,180.14","430,749.75",,
2021,Jawa Tengah,Kota Tegal,201.57,"73,573.52",,
2022,Jawa Tengah,Kab. Cilacap,950.84,"347,055.78",,
2022,Jawa Tengah,Kab. Banyumas,536.89,"195,964.49",,
2022,Jawa Tengah,Kab. Purbalingga,509.92,"186,120.80",,
2022,Jawa Tengah,Kab. Kebumen,463.05,"169,013.40",,
2022,Jawa Tengah,Kab. Purworejo,289.57,"105,694.22",,
2022,Jawa Tengah,Kab. Wonosobo,366.25,"133,682.56",,
2022,Jawa Tengah,Kab. Boyolali,292.55,"106,781.29",,
2022,Jawa Tengah,Kab. Klaten,643.02,"234,703.44",,
2022,Jawa Tengah,Kab. Sukoharjo,361.92,"132,101.09",,
2022,Jawa Tengah,Kab. Wonogiri,347.72,"126,917.85",,
2022,Jawa Tengah,Kab. Karanganyar,375.52,"137,065.97",,
2022,Jawa Tengah,Kab. Sragen,590.18,"215,417.38",,
2022,Jawa Tengah,Kab. Grobogan,849.37,"310,021.75",,
2022,Jawa Tengah,Kab. Blora,383.05,"139,811.75",,
2022,Jawa Tengah,Kab. Rembang,252.13,"92,026.00",,
2022,Jawa Tengah,Kab. Kudus,448.16,"163,578.95",,
2022,Jawa Tengah,Kab. Jepara,412.37,"150,516.42",,
2022,Jawa Tengah,Kab. Demak,722.37,"263,666.36",,
2022,Jawa Tengah,Kab. Semarang,529.92,"193,421.53",,
2022,Jawa Tengah,Kab. Temanggung,400.14,"146,050.37",,
2022,Jawa Tengah,Kab. Kendal,410.01,"149,652.92",,
2022,Jawa Tengah,Kab. Batang,567.28,"207,055.41",,
2022,Jawa Tengah,Kab. Pemalang,593.68,"216,694.51",,
2022,Jawa Tengah,Kab. Tegal,839.63,"306,466.23",,
2022,Jawa Tengah,Kab. Brebes,"1,005.31","366,937.60",,
2022,Jawa Tengah,Kota Magelang,80.51,"29,384.62",,
2022,Jawa Tengah,Kota Surakarta,376.29,"137,345.45",,
2022,Jawa Tengah,Kota Salatiga,114.16,"41,668.28",,
2022,Jawa Tengah,Kota Semarang,"1,181.06","431,085.22",,
2022,Jawa Tengah,Kota Tegal,217.44,"79,365.97",,
2019,Jawa Timur,Kab. Pacitan,284.83,"103,962.36",,
2019,Jawa Timur,Kab. Trenggalek,307.01,"112,059.38",,
2019,Jawa Timur,Kab. Tulungagung,519.51,"189,621.88",,
2019,Jawa Timur,Kab. Blitar,415.61,"151,697.14",,
2019,Jawa Timur,Kab. Kediri,505.94,"184,669.09",,
2019,Jawa Timur,Kab. Malang,"1,042.48","380,505.78",,
2019,Jawa Timur,Kab. Lumajang,500.35,"182,629.01",,
2019,Jawa Timur,Kab. Banyuwangi,"1,221.97","446,019.96",,
2019,Jawa Timur,Kab. Bondowoso,285.75,"104,298.71",,
2019,Jawa Timur,Kab. Situbondo,256.12,"93,482.61",,
2019,Jawa Timur,Kab. Probolinggo,466.12,"170,133.51",,
2019,Jawa Timur,Kab. Pasuruan,"1,152.06","420,500.88",,
2019,Jawa Timur,Kab. Sidoarjo,"1,223.93","446,733.65",,
2019,Jawa Timur,Kab. Nganjuk,421.84,"153,973.21",,
2019,Jawa Timur,Kab. Madiun,273.07,"99,671.28",,
2019,Jawa Timur,Kab. Ngawi,365.42,"133,378.74",,
2019,Jawa Timur,Kab. Bojonegoro,508.74,"185,688.35",,
2019,Jawa Timur,Kab. Tuban,490.92,"179,184.71",,
2019,Jawa Timur,Kab. Gresik,324.55,"118,459.29",,
2019,Jawa Timur,Kab. Sampang,228.63,"83,449.95",,
2019,Jawa Timur,Kab. Pamekasan,269.33,"98,305.05",,
2019,Jawa Timur,Kab. Sumenep,360.20,"131,473.99",,
2019,Jawa Timur,Kota Kediri,147.48,"53,828.38",,
2019,Jawa Timur,Kota Blitar,70.94,"25,892.37",,
2019,Jawa Timur,Kota Malang,670.47,"244,720.24",,
2019,Jawa Timur,Kota Probolinggo,94.08,"34,340.81",,
2019,Jawa Timur,Kota Pasuruan,131.28,"47,915.72",,
2019,Jawa Timur,Kota Mojokerto,64.73,"23,627.73",,
2019,Jawa Timur,Kota Madiun,116.77,"42,622.24",,
2019,Jawa Timur,Kota Surabaya,"2,224.27","811,860.24",,
2019,Jawa Timur,Kota Batu,116.32,"42,457.19",,
2020,Jawa Timur,Kab. Pacitan,285.78,"104,308.04",,
2020,Jawa Timur,Kab. Ponorogo,349.13,"127,432.45",,
2020,Jawa Timur,Kab. Trenggalek,300.10,"109,536.65",,
2020,Jawa Timur,Kab. Blitar,422.57,"154,237.67",,
2020,Jawa Timur,Kab. Lumajang,501.46,"183,033.37",,
2020,Jawa Timur,Kab. Bondowoso,287.18,"104,819.19",,
2020,Jawa Timur,Kab. Situbondo,259.36,"94,665.76",,
2020,Jawa Timur,Kab. Probolinggo,458.45,"167,335.13",,
