Year,Province,Regency/City,Plastic per day (ton),Plastic per year (ton)
2022,Papua,Kab. Sarmi,3.132612,1143.3753100000001
2022,Papua,Kab. Waropen,2.8960000000000004,1057.04
2022,Papua,Kota Jayapura,40.774482,14882.399616000002
2018,Papua Barat,Kab. Manokwari,39.0572,14255.8104
2020,Papua Barat,Kab. Manokwari,40.7342,14867.567
2021,Papua Barat,Kab. Manokwari,41.6052,15185.4716
2022,Papua Barat,Kab. Manokwari,42.473600000000005,15503.2358
2022,Papua Barat,Kab. Teluk Wondama,4.679250000000001,1707.77835
2022,Papua Barat,Kab. Kaimana,6.3625,2322.605
2019,Papua Barat Daya,Kab. Raja Ampat,0.0,0.0
2020,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0
2020,Papua Barat Daya,Kab. Raja Ampat,0.0,0.0
2021,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0
2021,Papua Barat Daya,Kab. Tambrauw,0.0,0.0
2022,Papua Barat Daya,Kab. Sorong,0.0,0.0
2021,Papua Pegunungan,Kab. Lanny Jaya,,
2019,Papua Selatan,Kab. Asmat,7.800000000000001,2846.7080000000005
2020,Papua Selatan,Kab. Asmat,17.616,6430.1320000000005
2021,Papua Selatan,Kab. Asmat,17.86,6519.308000000001
2022,Papua Selatan,Kab. Merauke,18.21624,6649.127520000001
2022,Papua Selatan,Kab. Boven Digoel,3.9119999999999995,1427.727
2022,Papua Selatan,Kab. Asmat,18.22,6649.716
2021,Papua Tengah,Kab. Nabire,7.657980000000001,2795.3449520000004
2022,Papua Tengah,Kab. Mimika,17.90824,6536.404588
2019,Riau,Kab. Kampar,120.743,44070.992
2019,Riau,Kab. Pelalawan,41.97299999999999,15320.476499999999
2019,Riau,Kab. Rokan Hilir,120.1896,43868.817599999995
2019,Riau,Kab. Siak,48.404199999999996,17667.114400000002
2019,Riau,Kota Pekanbaru,293.6778333333333,107192.05783333333
2020,Riau,Kab. Kampar,123.15799999999999,44952.4145
2020,Riau,Kab. Indragiri Hilir,98.9769,36125.991
2020,Riau,Kab. Pelalawan,45.336,16547.64
2020,Riau,Kab. Siak,49.6782,18132.3532
2020,Riau,Kab. Kuantan Singingi,41.434599999999996,15123.266300000001
2020,Riau,Kota Pekanbaru,340.11650000000003,124143.0774
2020,Riau,Kota Dumai,49.5721,18094.2133
2021,Riau,Kab. Indragiri Hilir,138.186,50437.617000000006
2021,Riau,Kab. Siak,49.6782,18132.3532
2021,Riau,Kota Pekanbaru,96.74900000000001,35313.389
2021,Riau,Kota Dumai,13.666184999999997,4988.034154999999
2022,Riau,Kab. Indragiri Hulu,36.260000000000005,13234.638
2022,Riau,Kab. Bengkalis,13.146375999999998,4798.392099999999
2022,Riau,Kab. Rokan Hulu,73.39265999999999,26787.97952
2022,Riau,Kab. Siak,48.5342,17715.287200000002
2022,Riau,Kab. Kuantan Singingi,20.91643433333334,7634.475989166668
2022,Riau,Kota Pekanbaru,97.67200000000001,35650.331
2022,Riau,Kota Dumai,14.849839999999999,5420.06093
2019,Sulawesi Barat,Kab. Pasangkayu,4.523350000000001,1650.9564500000001
2019,Sulawesi Barat,Kab. Polewali Mandar,11.50695,4200.0465
2020,Sulawesi Barat,Kab. Pasangkayu,28.560000000000002,10424.868
2020,Sulawesi Barat,Kab. Mamuju,20.842799999999997,7607.432519999999
2020,Sulawesi Barat,Kab. Polewali Mandar,17.37755,6342.9755
2021,Sulawesi Barat,Kab. Mamuju,19.6915712,7187.641690199999
2021,Sulawesi Barat,Kab. Majene,10.9509248,3997.247671599999
2021,Sulawesi Barat,Kab. Mamuju Tengah,9.8332272,3589.2660703999995
2022,Sulawesi Barat,Kab. Mamuju,22.1231914,8074.793752799999
2022,Sulawesi Barat,Kab. Majene,11.139300799999997,4065.615601199999
2022,Sulawesi Barat,Kab. Mamuju Tengah,8.626050999999999,3148.6232103999996
2019,Sulawesi Selatan,Kab. Kepulauan Selayar,10.1715,3712.707
2019,Sulawesi Selatan,Kab. Bulukumba,21.094453846153847,7699.365552307693
2019,Sulawesi Selatan,Kab. Bantaeng,10.4496,3814.349
2019,Sulawesi Selatan,Kab. Sinjai,15.53002,5668.499639999999
2019,Sulawesi Selatan,Kab. Bone,32.353199999999994,11808.82426
2019,Sulawesi Selatan,Kab. Maros,14.37925,5248.367206
2019,Sulawesi Selatan,Kab. Pangkajene Kepulauan,17.52616307692308,6397.195908076924
2019,Sulawesi Selatan,Kab. Barru,10.9425,3993.9689999999996
2019,Sulawesi Selatan,Kab. Wajo,29.3632,10717.8381
2019,Sulawesi Selatan,Kab. Sidenreng Rappang,7.9721400000000004,2909.8020600000004
2019,Sulawesi Selatan,Kab. Enrekang,18.784000000000002,6856.072
2019,Sulawesi Selatan,Kab. Luwu Utara,9.144639999999999,3337.732264
2019,Sulawesi Selatan,Kab. Luwu Timur,17.6295,6434.7015
2019,Sulawesi Selatan,Kota Parepare,8.94138,3263.6927600000004
2019,Sulawesi Selatan,Kota Palopo,10.377,3787.696
2020,Sulawesi Selatan,Kab. Kepulauan Selayar,10.281,3752.3189999999995
2020,Sulawesi Selatan,Kab. Bulukumba,17.197,6276.876
2020,Sulawesi Selatan,Kab. Bantaeng,11.263000000000002,4110.7906
2020,Sulawesi Selatan,Kab. Bone,32.919079999999994,12015.479679999999
2020,Sulawesi Selatan,Kab. Maros,13.734772000000001,5013.334426
2020,Sulawesi Selatan,Kab. Pangkajene Kepulauan,17.210497846153846,6282.00931723077
2020,Sulawesi Selatan,Kab. Soppeng,11.648835692307694,4251.665671230769
2020,Sulawesi Selatan,Kab. Wajo,30.39383,11093.44044
2020,Sulawesi Selatan,Kab. Sidenreng Rappang,8.73906,3189.67044
2020,Sulawesi Selatan,Kab. Enrekang,13.793457384615385,5034.523143692308
2020,Sulawesi Selatan,Kab. Luwu,22.269000000000002,8128.4475
2020,Sulawesi Selatan,Kab. Luwu Utara,9.188551,3353.9333319999996
2020,Sulawesi Selatan,Kab. Luwu Timur,17.9805,6562.839
2020,Sulawesi Selatan,Kota Makassar,52.426946,19135.909982
2020,Sulawesi Selatan,Kota Parepare,10.279500000000002,3751.917125
2020,Sulawesi Selatan,Kota Palopo,21.274,7764.792
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,7.355188846153846,2684.7775880769227
2021,Sulawesi Selatan,Kab. Bulukumba,34.788000000000004,12697.678
2021,Sulawesi Selatan,Kab. Bantaeng,11.295200000000001,4122.503000000001
2021,Sulawesi Selatan,Kab. Jeneponto,28.915199999999995,10554.3108
2021,Sulawesi Selatan,Kab. Sinjai,15.899907999999998,5803.702768
2021,Sulawesi Selatan,Kab. Bone,35.09406,12809.17356
2021,Sulawesi Selatan,Kab. Maros,12.479322000000002,4554.94074
2021,Sulawesi Selatan,Kab. Pangkajene Kepulauan,10.082799000000001,3680.2216350000003
2021,Sulawesi Selatan,Kab. Barru,11.3925,4158.306
2021,Sulawesi Selatan,Kab. Soppeng,12.460447307692306,4547.967609230769
2021,Sulawesi Selatan,Kab. Wajo,25.809127999999998,9420.331719999998
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,8.448,3083.42364
2021,Sulawesi Selatan,Kab. Pinrang,23.180703846153843,8461.186221153845
2021,Sulawesi Selatan,Kab. Enrekang,14.933143076923074,5450.764952307692
2021,Sulawesi Selatan,Kab. Luwu Timur,18.03,6581.1915
2021,Sulawesi Selatan,Kota Makassar,134.14538346153844,48963.036134999995
2021,Sulawesi Selatan,Kota Parepare,8.54,3117.2231999999995
2021,Sulawesi Selatan,Kota Palopo,13.851,5055.642
2022,Sulawesi Selatan,Kab. Kepulauan Selayar,8.2785,3021.63
2022,Sulawesi Selatan,Kab. Bulukumba,24.4154232,8911.469809799999
2022,Sulawesi Selatan,Kab. Bantaeng,11.3386,4138.7318000000005
2022,Sulawesi Selatan,Kab. Jeneponto,31.628999999999998,11544.81315
2022,Sulawesi Selatan,Kab. Sinjai,15.814763999999998,5772.152511999999
2022,Sulawesi Selatan,Kab. Bone,43.4206,15848.32426
2022,Sulawesi Selatan,Kab. Maros,10.805019,3943.8219
2022,Sulawesi Selatan,Kab. Pangkajene Kepulauan,10.292022000000001,3756.5770950000006
2022,Sulawesi Selatan,Kab. Barru,11.431499999999998,4172.5845
2022,Sulawesi Selatan,Kab. Soppeng,19.7883,7222.698
2022,Sulawesi Selatan,Kab. Wajo,25.861758000000002,9439.466738000001
2022,Sulawesi Selatan,Kab. Sidenreng Rappang,8.53248,3114.29712
2022,Sulawesi Selatan,Kab. Pinrang,18.044,6586.177000000001
2022,Sulawesi Selatan,Kab. Enrekang,15.6055656,5695.9318281999995
2022,Sulawesi Selatan,Kab. Luwu Timur,18.03,6581.1915
2022,Sulawesi Selatan,Kab. Toraja Utara,21.627545400000002,7893.9053296
2022,Sulawesi Selatan,Kota Parepare,9.48916,3463.4543400000002
2022,Sulawesi Selatan,Kota Palopo,18.734,6837.582000000001
2019,Sulawesi Tengah,Kab. Banggai,24.5761,8970.132075000001
2019,Sulawesi Tengah,Kab. Poso,22.643472,8264.47248
2019,Sulawesi Tengah,Kab. Donggala,15.683200000000001,5724.197700000001
2019,Sulawesi Tengah,Kab. Parigi Moutong,9.034059000000003,3297.3934060000006
2020,Sulawesi Tengah,Kab. Banggai,22.0464585,8046.7441395000005
2020,Sulawesi Tengah,Kab. Donggala,15.8132,5772.0078
2020,Sulawesi Tengah,Kab. Parigi Moutong,25.7741715,9407.465991000001
2020,Sulawesi Tengah,Kota Palu,20.659744000000003,7540.769012
2021,Sulawesi Tengah,Kab. Donggala,15.8132,5772.0078
2021,Sulawesi Tengah,Kab. Parigi Moutong,29.326700000000002,10704.458700000001
2021,Sulawesi Tengah,Kab. Sigi,16.7427,6111.0855
2021,Sulawesi Tengah,Kab. Banggai Laut,4.6072,1681.3914000000002
2021,Sulawesi Tengah,Kota Palu,24.300900000000002,8869.757
2022,Sulawesi Tengah,Kab. Banggai,28.26,10315.119
2022,Sulawesi Tengah,Kab. Donggala,15.7547,5750.2757
2022,Sulawesi Tengah,Kab. Morowali,7.455648,2721.1499040000003
2022,Sulawesi Tengah,Kab. Parigi Moutong,26.75971875,9767.44873575
2022,Sulawesi Tengah,Kab. Sigi,15.23263725,5559.91259625
2022,Sulawesi Tengah,Kab. Banggai Laut,4.390368,1602.6144225
2022,Sulawesi Tengah,Kab. Morowali Utara,7.228968,2638.57332
2022,Sulawesi Tengah,Kota Palu,21.166642,7725.881695
2019,Sulawesi Tenggara,Kab. Kolaka,15.41,5624.511
2019,Sulawesi Tenggara,Kab. Buton,5.0575,1846.00625
2019,Sulawesi Tenggara,Kab. Bombana,8.403,3066.9855
2020,Sulawesi Tenggara,Kab. Kolaka,22.005200000000002,8031.816800000001
2020,Sulawesi Tenggara,Kab. Buton,5.698000000000001,2079.9338000000002
2020,Sulawesi Tenggara,Kab. Kolaka Utara,8.472800000000001,3092.3676000000005
2021,Sulawesi Tenggara,Kab. Wakatobi,13.660274999999999,4985.710574999999
2021,Sulawesi Tenggara,Kota Kendari,45.62625,16653.610575
2022,Sulawesi Tenggara,Kab. Kolaka,12.061,4402.16
2022,Sulawesi Tenggara,Kab. Wakatobi,24.21,8836.671
2022,Sulawesi Tenggara,Kab. Kolaka Utara,1.1146,406.8114
2022,Sulawesi Tenggara,Kab. Buton Selatan,2.744352,1001.733408
2022,Sulawesi Tenggara,Kota Kendari,46.5405,16987.2618
2022,Sulawesi Tenggara,Kota Bau Bau,0.500078,182.531825
2019,Sulawesi Utara,Kab. Minahasa,28.2659544,10316.772619200001
2019,Sulawesi Utara,Kab. Kepulauan Sangihe,9.9655,3637.7134
2019,Sulawesi Utara,Kab. Kepulauan Talaud,12.948,4726.342
2019,Sulawesi Utara,Kab. Minahasa Selatan,15.760591199999999,5752.7364132
2019,Sulawesi Utara,Kab. Minahasa Utara,16.8230844,6140.5464311999995
2019,Sulawesi Utara,Kab. Minahasa Tenggara,7.0176,2561.6816
2019,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,6.2444196,2279.3337791999998
2019,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,5.4595296,1992.4573103999999
2019,Sulawesi Utara,Kota Bitung,29.004360000000002,10586.784384
2019,Sulawesi Utara,Kota Tomohon,12.3665616,4513.9089996
2019,Sulawesi Utara,Kota Kotamobagu,5.37921,1963.3002899999997
2020,Sulawesi Utara,Kab. Minahasa,28.584191999999998,10433.351552
2020,Sulawesi Utara,Kab. Kepulauan Sangihe,13.2297,4828.9108
2020,Sulawesi Utara,Kab. Minahasa Selatan,15.739775999999999,5744.72704
2020,Sulawesi Utara,Kab. Minahasa Utara,21.58003,7876.559256
2020,Sulawesi Utara,Kab. Minahasa Tenggara,7.1376,2605.224
2020,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,5.975423999999999,2180.93824
2020,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,5.807359999999999,2119.413504
2020,Sulawesi Utara,Kota Bitung,25.557136000000003,9328.38302
2020,Sulawesi Utara,Kota Tomohon,11.716223999999999,4276.476672
2020,Sulawesi Utara,Kota Kotamobagu,7.348250000000001,2682.0679000000005
2021,Sulawesi Utara,Kab. Kepulauan Sangihe,14.482000000000001,5286.385
2021,Sulawesi Utara,Kab. Minahasa Selatan,34.0524,12428.496
2021,Sulawesi Utara,Kab. Minahasa Tenggara,5.0088479999999995,1828.165488
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,3.3248,1213.4352000000001
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,8.725,3184.215
2021,Sulawesi Utara,Kota Manado,66.210572,24166.850988
2021,Sulawesi Utara,Kota Bitung,30.237392000000003,11036.682406000002
2021,Sulawesi Utara,Kota Tomohon,13.703468625,5001.618699
2021,Sulawesi Utara,Kota Kotamobagu,7.36355,2687.7578000000003
2022,Sulawesi Utara,Kab. Bolaang Mongondow,13.525920000000001,4936.921920000001
2022,Sulawesi Utara,Kab. Minahasa,33.314789090909095,12159.653421818182
2022,Sulawesi Utara,Kab. Kepulauan Sangihe,17.8784,6526.0352
2022,Sulawesi Utara,Kab. Minahasa Selatan,34.0524,12428.496
2022,Sulawesi Utara,Kab. Minahasa Utara,19.312620000000003,7049.166795
2022,Sulawesi Utara,Kab. Minahasa Tenggara,8.816934545454545,3218.1524454545456
2022,Sulawesi Utara,Kab. Bolaang Mongondow Utara,10.397999999999998,3795.558
2022,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,8.856,3232.9649999999997
2022,Sulawesi Utara,Kab. Bolaang Mongondow Timur,1.846,673.812
2022,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,2.0237000000000003,738.7422
2022,Sulawesi Utara,Kota Manado,56.700435999999996,20695.758488
2022,Sulawesi Utara,Kota Bitung,23.970342,8748.921654
2022,Sulawesi Utara,Kota Tomohon,9.69022,3537.1748963636364
2022,Sulawesi Utara,Kota Kotamobagu,7.327000000000001,2674.4230000000002
2019,Sumatera Barat,Kab. Pesisir Selatan,27.642000000000003,10089.68
2019,Sumatera Barat,Kab. Sijunjung,17.9246,6542.6614
2019,Sumatera Barat,Kab. Tanah Datar,7.2084,2630.9688
2019,Sumatera Barat,Kab. Agam,26.469897000000003,9661.649799
2019,Sumatera Barat,Kab. Pasaman,5.886080000000001,2148.4586400000003
2019,Sumatera Barat,Kab. Dharmasraya,26.9724,9845.1108
2019,Sumatera Barat,Kota Padang,79.41952,28988.01568
2019,Sumatera Barat,Kota Solok,10.205463,3724.7702180000006
2019,Sumatera Barat,Kota Sawahlunto,1.8510000000000002,675.654
2019,Sumatera Barat,Kota Padang Panjang,5.854807,2137.170532
2019,Sumatera Barat,Kota Bukittinggi,18.09002263636364,6602.993821818183
2019,Sumatera Barat,Kota Payakumbuh,25.864127999999997,9440.454528
2020,Sumatera Barat,Kab. Pesisir Selatan,29.1688,10646.5436
2020,Sumatera Barat,Kab. Sijunjung,18.78856,6857.97532
2020,Sumatera Barat,Kab. Tanah Datar,7.2264,2637.5496000000003
2020,Sumatera Barat,Kab. Agam,37.31630863636363,13620.148991636363
2020,Sumatera Barat,Kab. Lima Puluh Kota,24.7824,9045.8336
2020,Sumatera Barat,Kab. Dharmasraya,29.264999999999997,10681.668
2020,Sumatera Barat,Kab. Pasaman Barat,53.247,19435.023
2020,Sumatera Barat,Kota Padang,80.17758,29264.724720000002
2020,Sumatera Barat,Kota Solok,11.31624,4130.510184
2020,Sumatera Barat,Kota Sawahlunto,3.540192636363636,1292.5041503636362
2020,Sumatera Barat,Kota Padang Panjang,5.908021000000001,2156.371917
2020,Sumatera Barat,Kota Bukittinggi,22.050819999999995,8048.355933999999
2020,Sumatera Barat,Kota Payakumbuh,21.055349999999997,7685.265216
2021,Sumatera Barat,Kab. Pesisir Selatan,28.752700000000004,10494.416299999999
2021,Sumatera Barat,Kab. Tanah Datar,7.6944,2808.4098
2021,Sumatera Barat,Kab. Agam,39.829482,14537.760929999999
2021,Sumatera Barat,Kab. Lima Puluh Kota,28.594241999999994,10437.169014
2021,Sumatera Barat,Kab. Pasaman,22.477895999999998,8204.513616
2021,Sumatera Barat,Kab. Dharmasraya,29.724999999999998,10849.3698
2021,Sumatera Barat,Kab. Solok Selatan,18.995186,6933.24289
2021,Sumatera Barat,Kota Padang,79.28684,28939.85904
2021,Sumatera Barat,Kota Solok,11.862174,4329.797004
2021,Sumatera Barat,Kota Sawahlunto,3.47625,1268.788608
2021,Sumatera Barat,Kota Padang Panjang,6.0816,2219.710514
2021,Sumatera Barat,Kota Payakumbuh,21.281519999999997,7767.9831239999985
2022,Sumatera Barat,Kab. Pesisir Selatan,29.0491,10602.6023
2022,Sumatera Barat,Kab. Solok,34.6918,12662.892
2022,Sumatera Barat,Kab. Sijunjung,19.46,7102.778
2022,Sumatera Barat,Kab. Tanah Datar,7.735199999999999,2823.4374
2022,Sumatera Barat,Kab. Padang Pariaman,95.44486200000001,34838.092458
2022,Sumatera Barat,Kab. Agam,17.0944,6239.4912
2022,Sumatera Barat,Kab. Lima Puluh Kota,27.978208125,10212.0988924375
2022,Sumatera Barat,Kab. Pasaman,13.6395,4978.467000000001
2022,Sumatera Barat,Kab. Dharmasraya,18.9167728125,6904.412194374999
2022,Sumatera Barat,Kab. Solok Selatan,18.995186,6933.391892000001
2022,Sumatera Barat,Kab. Pasaman Barat,35.0,12775.35
2022,Sumatera Barat,Kota Padang,79.82624,29136.668120000002
2022,Sumatera Barat,Kota Solok,12.59064,4595.96408
2022,Sumatera Barat,Kota Sawahlunto,2.6404,963.5584000000001
2022,Sumatera Barat,Kota Padang Panjang,6.201965,2263.513238
2022,Sumatera Barat,Kota Bukittinggi,23.443056,8556.451487999999
2022,Sumatera Barat,Kota Payakumbuh,21.604619999999997,7885.537673999998
2022,Sumatera Barat,Kota Pariaman,5.268401999999999,1922.765688
2019,Sumatera Selatan,Kab. Ogan Komering Ulu,26.751902,9764.150753833335
2019,Sumatera Selatan,Kab. Muara Enim,75.60230800000001,27595.012502000005
2019,Sumatera Selatan,Kab. Lahat,18.201,6643.317
2019,Sumatera Selatan,Kab. Musi Rawas,63.077087999999996,23023.339504
2019,Sumatera Selatan,Kab. Musi Banyuasin,54.15539999999999,19766.87576
2019,Sumatera Selatan,Kab. Empat Lawang,31.92692583333334,11653.081846666668
2019,Sumatera Selatan,Kota Palembang,209.5254,76476.4488
2019,Sumatera Selatan,Kota Prabumulih,23.12145,8439.059475
2020,Sumatera Selatan,Kab. Ogan Komering Ulu,21.918162499999998,8000.086609999999
2020,Sumatera Selatan,Kab. Muara Enim,69.824674,25485.818747999998
2020,Sumatera Selatan,Kab. Musi Rawas,27.381942000000002,9994.310604000002
2020,Sumatera Selatan,Kab. Musi Banyuasin,54.94192,20053.86228
2020,Sumatera Selatan,Kab. Banyuasin,76.094031,27774.360146000006
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,33.8065,12339.3088
2020,Sumatera Selatan,Kab. Ogan Ilir,29.455000000000002,10751.006000000001
2020,Sumatera Selatan,Kab. Empat Lawang,26.105952499999997,9528.694749999999
2020,Sumatera Selatan,Kota Palembang,163.5466,59694.6924
2020,Sumatera Selatan,Kota Prabumulih,23.992839999999998,8757.80316
2021,Sumatera Selatan,Kab. Muara Enim,69.877932,25505.263072
2021,Sumatera Selatan,Kab. Lahat,46.175999999999995,16854.2625
2021,Sumatera Selatan,Kab. Musi Banyuasin,24.888,9084.208
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,75.6216,27601.646400000005
2021,Sumatera Selatan,Kota Palembang,206.54375,75388.53874999999
2021,Sumatera Selatan,Kota Prabumulih,23.876760000000004,8714.92884
2022,Sumatera Selatan,Kab. Ogan Komering Ulu,22.831500000000002,8333.475
2022,Sumatera Selatan,Kab. Muara Enim,74.279448,27112.079266
2022,Sumatera Selatan,Kab. Lahat,37.745400000000004,13776.959000000003
2022,Sumatera Selatan,Kab. Musi Rawas,47.03116249999999,17166.70012525
2022,Sumatera Selatan,Kab. Musi Banyuasin,47.47846475,17329.82739025
2022,Sumatera Selatan,Kab. Banyuasin,76.855344,28052.12752
2022,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,76.1778,27805.0536
2022,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,17.585279999999997,6418.407039999999
2022,Sumatera Selatan,Kota Palembang,204.84490000000002,74768.6622
2022,Sumatera Selatan,Kota Prabumulih,26.17706,9554.23854
2019,Sumatera Utara,Kab. Langkat,60.839659999999995,22206.475899999998
2019,Sumatera Utara,Kab. Deli Serdang,325.49861999999996,118807.27111999999
2019,Sumatera Utara,Kab. Asahan,80.910592,29532.173087999996
2019,Sumatera Utara,Kab. Dairi,21.817728000000002,7963.555464000001
2019,Sumatera Utara,Kab. Humbang Hasundutan,7.3502,2683.0128000000004
2019,Sumatera Utara,Kab. Samosir,24.605999999999998,8981.429999999998
2019,Sumatera Utara,Kota Medan,238.5628,87075.62640000001
2019,Sumatera Utara,Kota Pematang Siantar,44.02119857142857,16067.471194285714
2019,Sumatera Utara,Kota Tebing Tinggi,23.214625714285713,8473.079764285714
2020,Sumatera Utara,Kab. Langkat,28.8456,10528.6643
2020,Sumatera Utara,Kab. Deli Serdang,221.76569999999995,80944.81178
2020,Sumatera Utara,Kab. Asahan,81.48044,29740.584887999998
2020,Sumatera Utara,Kab. Dairi,21.902472000000003,7994.513988000001
2020,Sumatera Utara,Kab. Humbang Hasundutan,7.417800000000001,2707.2981
2020,Sumatera Utara,Kab. Samosir,26.607,9711.189
2020,Sumatera Utara,Kota Medan,238.65520000000004,87108.9646
2020,Sumatera Utara,Kota Sibolga,10.209276250000002,3726.2759825000003
2020,Sumatera Utara,Kota Tebing Tinggi,20.40291,7446.885659999999
2021,Sumatera Utara,Kab. Tapanuli Tengah,24.010585000000003,8763.791200000001
2021,Sumatera Utara,Kab. Tapanuli Utara,18.10306125,6607.452166874999
2021,Sumatera Utara,Kab. Langkat,36.37830000000001,13278.003200000001
2021,Sumatera Utara,Kab. Karo,25.78716,9412.266783
2021,Sumatera Utara,Kab. Deli Serdang,225.86832,82442.23172
2021,Sumatera Utara,Kab. Simalungun,101.63194799999998,37095.66101999999
2021,Sumatera Utara,Kab. Asahan,65.87526374999999,24044.243956874998
2021,Sumatera Utara,Kab. Toba,12.0574125,4400.934384374999
2021,Sumatera Utara,Kota Medan,265.074,96751.884
2021,Sumatera Utara,Kota Pematang Siantar,23.302000000000003,8505.2
2021,Sumatera Utara,Kota Tebing Tinggi,20.562749999999998,7505.422064999999
2022,Sumatera Utara,Kab. Tapanuli Tengah,24.281475,8862.738375
2022,Sumatera Utara,Kab. Nias,8.244434499999999,3009.2398118749998
2022,Sumatera Utara,Kab. Langkat,36.500800000000005,13322.664600000002
2022,Sumatera Utara,Kab. Deli Serdang,227.57521999999997,83064.62402
2022,Sumatera Utara,Kab. Simalungun,104.511726,38146.593804
2022,Sumatera Utara,Kab. Asahan,66.88064075,24411.474897874996
2022,Sumatera Utara,Kab. Toba,13.587473124999999,4959.5337875
2022,Sumatera Utara,Kab. Humbang Hasundutan,7.7129,2814.9849
2022,Sumatera Utara,Kota Medan,243.68330249999997,88944.43653425
2022,Sumatera Utara,Kota Pematang Siantar,24.143,8812.144
2022,Sumatera Utara,Kota Tebing Tinggi,20.750894999999996,7573.785299999999
2022,Sumatera Utara,Kota Padangsidimpuan,20.567322,7507.2860580000015
